,semantic,bleu,meteor,toxicity
0,0.9946157932281494,0.8242367502646054,0.9998518518518519,0.025401365011930466
1,0.9028980135917664,0.44632361378533286,0.7904761904761907,0.06525912880897522
2,1.0,0.5757197301274735,0.9814814814814815,0.9971703886985779
3,0.9913944005966187,0.6580370064762462,0.8950617283950617,0.03640024736523628
4,0.9999999403953552,0.5757197301274735,0.9814814814814815,0.9721772074699402
5,0.9841773509979248,0.5,0.9990234375,0.009481891989707947
6,1.0,1.0,0.9993141289437586,0.637164294719696
7,0.9846421480178833,0.488923022434901,0.9985422740524781,0.0010341238230466843
8,1.0000001192092896,0.5757197301274735,0.9814814814814815,0.9538273215293884
9,0.9575212001800537,0.537284965911771,0.9976851851851852,0.9429638385772705
10,0.9891535043716431,0.9036020036098448,0.9997106481481481,0.12539908289909363
11,1.0000001192092896,1.0,0.9921875,0.7431676387786865
12,0.9354661703109741,0.18616487055295167,0.9921875,0.07017312198877335
13,0.9938144683837891,0.7016879391277372,0.9996243425995492,0.14302152395248413
14,1.0,1.0,0.9976851851851852,0.9965176582336426
15,1.0000001192092896,1.0,0.9921875,0.6897572875022888
16,0.9821277856826782,0.7506238537503395,0.9993141289437586,0.07697201520204544
17,1.0000001192092896,1.0,0.996,0.9088203310966492
18,0.9777458906173706,0.6606328636027614,0.9993141289437586,0.2746157646179199
19,0.9999998807907104,1.0,0.9985422740524781,0.32792502641677856
20,0.9960628747940063,0.7348889200874658,0.9139118457300276,0.0022628509905189276
21,0.9759270548820496,0.6803749333171202,0.843114241001565,0.08143272250890732
22,1.0,1.0,0.9985422740524781,0.8462395071983337
23,0.9893383979797363,0.7825422900366437,0.9995,0.2903657853603363
24,0.9999998807907104,1.0,0.9996243425995492,0.7914308309555054
25,0.9927772879600525,0.7778111223054219,0.9347587719298245,0.8546776175498962
26,0.9663593769073486,0.32184424080043433,0.996,0.0008645912748761475
27,0.9829292297363281,0.8408964152537145,0.9990234375,0.6822941899299622
28,0.9929566979408264,0.8801117367933934,0.8993827160493828,0.0016915471060201526
29,0.9932774901390076,0.8003203203844999,0.9998518518518519,0.06024152413010597
30,0.9886085987091064,0.6475445426291286,0.9331632653061225,0.009345373138785362
31,0.9778661131858826,0.488923022434901,0.9985422740524781,0.006236289627850056
32,1.0,1.0,0.996,0.9501250982284546
33,0.9356690645217896,0.18616487055295167,0.9921875,0.10831920057535172
34,0.9888861179351807,0.7691605673134586,0.9139118457300276,0.6427420973777771
35,0.9999999403953552,1.0,0.9921875,0.5554344654083252
36,0.9503137469291687,0.18616487055295167,0.6388888888888888,0.030348854139447212
37,1.0,1.0,0.996,0.020323969423770905
38,0.9842591881752014,0.5969491792019646,0.9993141289437586,0.6362766623497009
39,0.9977203607559204,0.8394327083733336,0.9999142661179699,0.1136217936873436
40,0.9999999403953552,1.0,0.9998779296875,0.27043965458869934
41,0.9955830574035645,0.912167909070388,0.9997724169321802,0.8962225317955017
42,0.8307808041572571,0.07249749990681824,0.625,0.053086865693330765
43,0.9999999403953552,1.0,0.9990234375,0.6261329054832458
44,0.9930380582809448,0.8070557274927981,0.9996243425995492,0.013869275338947773
45,0.9607129693031311,0.293945703509473,0.9976851851851852,0.48035216331481934
46,0.9775587916374207,0.6434588841607617,0.9985422740524781,0.016812961548566818
47,0.9402510523796082,0.18616487055295167,0.9921875,0.6501007676124573
48,0.978010356426239,0.488923022434901,0.9985422740524781,0.4267555773258209
49,0.8984723091125488,0.08621454270909737,0.9814814814814815,0.0013081496581435204
50,0.983089804649353,0.5946035575013605,0.9990234375,0.014889834448695183
51,1.0,1.0,0.9997106481481481,0.9609266519546509
52,0.9799966216087341,0.8633400213704505,0.9993141289437586,0.11936964094638824
53,1.0000001192092896,1.0,0.996,0.997581958770752
54,0.97800213098526,0.488923022434901,0.9985422740524781,0.004725356586277485
55,0.9881324768066406,0.7348889200874658,0.9997106481481481,0.05485587194561958
56,0.9906105399131775,0.7506238537503395,0.9993141289437586,0.04061523452401161
57,0.9391682744026184,0.668740304976422,0.996,0.004565004259347916
58,0.9940966367721558,0.7611606003349892,0.9997724169321802,0.016709191724658012
59,0.9700335264205933,0.7598356856515925,0.9976851851851852,0.5527973771095276
60,0.2014821171760559,0.0,0.0,0.04867317155003548
61,1.0,1.0,0.9976851851851852,0.9673433303833008
62,0.9999999403953552,1.0,0.9993141289437586,0.9083146452903748
63,0.9906930327415466,0.5814307369682193,0.8722527472527472,0.8268010020256042
64,0.9994987845420837,0.9516433313522539,0.9814551112165921,0.013952226378023624
65,0.9963366985321045,0.8003203203844999,0.9998518518518519,0.5181009769439697
66,0.9667574167251587,0.537284965911771,0.9976851851851852,0.5400851964950562
67,0.9913119077682495,0.8931539818068694,0.9996243425995492,0.14270299673080444
68,0.9946149587631226,0.714022021970798,0.9116857202868546,0.3385869264602661
69,0.9997814297676086,0.9588185089507728,0.9841104669408519,0.01113476324826479
70,0.9989792704582214,0.8942255541978509,0.9999715521165226,0.009483177214860916
71,0.9914155006408691,0.7825422900366437,0.9998177842565598,0.7171911597251892
72,0.9962594509124756,0.7641254083103469,0.9999638310185185,0.6018819212913513
73,0.9999998211860657,1.0,0.9976851851851852,0.8484311103820801
74,0.9836639761924744,0.8091067115702212,0.9985422740524781,0.5169852375984192
75,0.9458163380622864,0.32184424080043433,0.7500000000000001,0.9680041670799255
76,0.9999998807907104,1.0,0.9997724169321802,0.1194586455821991
77,1.000000238418579,1.0,0.9998779296875,0.9907605648040771
78,0.9384254217147827,0.668740304976422,0.996,0.1052740290760994
79,0.9952372312545776,0.7016879391277372,0.9996243425995492,0.1844511330127716
80,0.9805998206138611,0.5,0.9990234375,0.4247361719608307
81,0.9999998807907104,1.0,0.9996243425995492,0.4205106198787689
82,0.9904335737228394,0.8801117367933934,0.9995,0.0017204980831593275
83,0.9944582581520081,0.7910665071754358,0.9997724169321802,0.5914736986160278
84,0.9150068163871765,0.08621454270909737,0.9814814814814815,0.0067451042123138905
85,0.9716021418571472,0.32184424080043433,0.996,0.002188303740695119
86,0.9940131902694702,0.7691605673134586,0.9997106481481481,0.6420227885246277
87,0.922944962978363,0.668740304976422,0.996,0.007467580959200859
88,0.9969530701637268,0.8666415730847504,0.9998518518518519,0.2416342943906784
89,0.997356653213501,0.8003203203844999,0.9319727891156462,0.02154753915965557
90,0.9999998211860657,1.0,0.9985422740524781,0.5727043747901917
91,0.9999998807907104,1.0,0.9976851851851852,0.3876293897628784
92,0.9392130374908447,0.43146827293898643,0.9921875,0.10009565204381943
93,0.9848778247833252,0.5946035575013605,0.9990234375,0.012123430147767067
94,0.9988539814949036,0.9025139799587886,0.9640897511267882,0.14990666508674622
95,0.9986456632614136,0.9210589320522863,0.9999638310185185,0.019226187840104103
96,0.9985485076904297,0.9061874434879645,0.9999794989544467,0.0012455774703994393
97,1.0,1.0,0.9998518518518519,0.9345040321350098
98,0.9968899488449097,0.8153551038173115,0.9998779296875,0.049560364335775375
99,0.9999998211860657,1.0,0.9976851851851852,0.9604615569114685
100,0.9681730270385742,0.8091067115702212,0.9985422740524781,0.6892743706703186
101,0.9879475831985474,0.861173529963367,0.9269833761319097,0.9832799434661865
102,0.9944621920585632,0.9193227152249185,0.9998177842565598,0.5281245708465576
103,0.981947124004364,0.488923022434901,0.9985422740524781,0.011141444556415081
104,0.9879806637763977,0.5946035575013605,0.9990234375,0.0058694216422736645
105,1.0,1.0,0.9998518518518519,0.46779993176460266
106,0.9933956861495972,0.8633400213704505,0.9993141289437586,0.7143875956535339
107,0.9925625324249268,0.9193227152249185,0.9998177842565598,0.002839979249984026
108,0.9999998807907104,1.0,0.9999375,0.8257160782814026
109,0.9832566976547241,0.488923022434901,0.9985422740524781,0.0008025924325920641
110,0.9914189577102661,0.7539221180326288,0.9894398530762167,0.012487893924117088
111,0.9933323264122009,0.7910665071754358,0.9997724169321802,0.7934428453445435
112,0.9999998211860657,1.0,0.9998779296875,0.824284017086029
113,0.9999999403953552,1.0,0.9998177842565598,0.39869225025177
114,0.9999999403953552,1.0,0.9976851851851852,0.08628322184085846
115,0.9919473528862,0.5946035575013605,0.9990234375,0.0045151179656386375
116,0.995547890663147,0.8371170098777919,0.9998779296875,0.2896045744419098
117,0.9815143942832947,0.6606328636027614,0.9993141289437586,0.6015185713768005
118,0.9915851354598999,0.9036020036098448,0.9997106481481481,0.0022576486226171255
119,0.9977903366088867,0.8656030552541708,0.9999460101500918,0.0012060168664902449
120,0.9975934624671936,0.8578928092681435,0.9999375,0.015910444781184196
121,0.9524742960929871,0.18616487055295167,0.9921875,0.0008463334525004029
122,0.9999998807907104,1.0,0.9995,0.9930093288421631
123,0.9905797839164734,0.8137489370974955,0.9042342698852395,0.6486902236938477
124,0.960833728313446,0.668740304976422,0.7937500000000002,0.012927158735692501
125,0.9912854433059692,0.6580370064762462,0.9995,0.6246322393417358
126,1.0000001192092896,1.0,0.9985422740524781,0.9424495697021484
127,0.9630944728851318,0.293945703509473,0.9976851851851852,0.014518697746098042
128,0.9629385471343994,0.32184424080043433,0.996,0.48023781180381775
129,0.9470049142837524,0.668740304976422,0.996,0.2844898998737335
130,0.9999998211860657,0.5757197301274735,0.9814814814814815,0.9631946682929993
131,0.9999998807907104,1.0,0.9985422740524781,0.9367683529853821
132,0.9958282113075256,0.7825422900366437,0.9998177842565598,0.0012740507954731584
133,0.956254780292511,0.7598356856515925,0.9976851851851852,0.7443584203720093
134,0.9728568196296692,0.32184424080043433,0.996,0.5548539161682129
135,0.9464797377586365,0.32184424080043433,0.996,0.5434123277664185
136,0.9879961013793945,0.6580370064762462,0.9995,0.7930625677108765
137,0.9926932454109192,0.7611606003349892,0.9997724169321802,0.3459814786911011
138,0.9941923022270203,0.7419446627365011,0.9996243425995492,0.09336169809103012
139,1.0,1.0,0.996,0.02218697965145111
140,1.0,1.0,0.9976851851851852,0.635306715965271
141,0.9987455010414124,0.9648571584702385,0.9999814814814815,0.12953484058380127
142,0.9845802187919617,0.8801117367933934,0.9995,0.03270209580659866
143,0.9978063702583313,0.9426151476815119,0.9999271030762502,0.8124547004699707
144,0.8980011343955994,0.43146827293898643,0.9921875,0.30881786346435547
145,0.9889814853668213,0.7071067811865475,0.9990234375,0.007612390443682671
146,0.9857568144798279,0.5946035575013605,0.9990234375,0.0006772432825528085
147,0.8743003010749817,0.16821895003341453,0.7361111111111112,0.0018077632412314415
